start...
Epoch: 1 / 5000, Score: -5000,  block: 20,  Reward: -1.6 Cleared lines: 0
Epoch: 304 / 5000, Score: -5000,  block: 22,  Reward: -1.9 Cleared lines: 0
Epoch: 305 / 5000, Score: -5000,  block: 23,  Reward: -1.8 Cleared lines: 0
Epoch: 306 / 5000, Score: -5000,  block: 28,  Reward: -2.1 Cleared lines: 0
Epoch: 307 / 5000, Score: -5000,  block: 21,  Reward: -1.7 Cleared lines: 0
Epoch: 308 / 5000, Score: -5000,  block: 24,  Reward: -1.9 Cleared lines: 0
Epoch: 309 / 5000, Score: -5000,  block: 24,  Reward: -1.9 Cleared lines: 0
Epoch: 310 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 311 / 5000, Score: -5000,  block: 26,  Reward: -2.0 Cleared lines: 0
Epoch: 312 / 5000, Score: -5000,  block: 19,  Reward: -1.8 Cleared lines: 0
Epoch: 313 / 5000, Score: -5000,  block: 22,  Reward: -1.6 Cleared lines: 0
Epoch: 314 / 5000, Score: -5000,  block: 16,  Reward: -1.5 Cleared lines: 0
Epoch: 315 / 5000, Score: -5000,  block: 20,  Reward: -1.6 Cleared lines: 0
Epoch: 316 / 5000, Score: -5000,  block: 18,  Reward: -1.8 Cleared lines: 0
Epoch: 317 / 5000, Score: -5000,  block: 23,  Reward: -1.7 Cleared lines: 0
Epoch: 318 / 5000, Score: -5000,  block: 26,  Reward: -2.1 Cleared lines: 0
Epoch: 319 / 5000, Score: -5000,  block: 15,  Reward: -1.5 Cleared lines: 0
Epoch: 320 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 321 / 5000, Score: -5000,  block: 18,  Reward: -1.6 Cleared lines: 0
Epoch: 322 / 5000, Score: -5000,  block: 22,  Reward: -1.9 Cleared lines: 0
Epoch: 323 / 5000, Score: -5000,  block: 28,  Reward: -2.2 Cleared lines: 0
Epoch: 324 / 5000, Score: -5000,  block: 21,  Reward: -1.6 Cleared lines: 0
Epoch: 325 / 5000, Score: -5000,  block: 24,  Reward: -1.9 Cleared lines: 0
Epoch: 326 / 5000, Score: -5000,  block: 17,  Reward: -1.8 Cleared lines: 0
Epoch: 327 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 328 / 5000, Score: -5000,  block: 23,  Reward: -2.1 Cleared lines: 0
Epoch: 329 / 5000, Score: -5000,  block: 20,  Reward: -2.0 Cleared lines: 0
Epoch: 330 / 5000, Score: -5000,  block: 25,  Reward: -1.8 Cleared lines: 0
Epoch: 331 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 332 / 5000, Score: -5000,  block: 18,  Reward: -1.9 Cleared lines: 0
Epoch: 333 / 5000, Score: -5000,  block: 25,  Reward: -2.0 Cleared lines: 0
Epoch: 334 / 5000, Score: -5000,  block: 20,  Reward: -1.9 Cleared lines: 0
Epoch: 335 / 5000, Score: -4900,  block: 20,  Reward: -1.7 Cleared lines: 1
Epoch: 336 / 5000, Score: -5000,  block: 19,  Reward: -1.8 Cleared lines: 0
Epoch: 337 / 5000, Score: -5000,  block: 19,  Reward: -1.7 Cleared lines: 0
Epoch: 338 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 339 / 5000, Score: -5000,  block: 13,  Reward: -1.5 Cleared lines: 0
Epoch: 340 / 5000, Score: -5000,  block: 21,  Reward: -1.7 Cleared lines: 0
Epoch: 341 / 5000, Score: -5000,  block: 29,  Reward: -2.0 Cleared lines: 0
Epoch: 342 / 5000, Score: -5000,  block: 22,  Reward: -2.1 Cleared lines: 0
Epoch: 343 / 5000, Score: -5000,  block: 19,  Reward: -1.8 Cleared lines: 0
Epoch: 344 / 5000, Score: -5000,  block: 21,  Reward: -1.8 Cleared lines: 0
Epoch: 345 / 5000, Score: -5000,  block: 24,  Reward: -2.1 Cleared lines: 0
Epoch: 346 / 5000, Score: -5000,  block: 21,  Reward: -1.6 Cleared lines: 0
Epoch: 347 / 5000, Score: -5000,  block: 19,  Reward: -1.7 Cleared lines: 0
Epoch: 348 / 5000, Score: -5000,  block: 21,  Reward: -1.9 Cleared lines: 0
Epoch: 349 / 5000, Score: -5000,  block: 15,  Reward: -1.6 Cleared lines: 0
Epoch: 350 / 5000, Score: -5000,  block: 19,  Reward: -1.8 Cleared lines: 0
Epoch: 351 / 5000, Score: -5000,  block: 21,  Reward: -1.8 Cleared lines: 0
Epoch: 352 / 5000, Score: -5000,  block: 20,  Reward: -2.0 Cleared lines: 0
Epoch: 353 / 5000, Score: -5000,  block: 28,  Reward: -2.1 Cleared lines: 0
Epoch: 354 / 5000, Score: -5000,  block: 19,  Reward: -1.9 Cleared lines: 0
Epoch: 355 / 5000, Score: -5000,  block: 26,  Reward: -1.9 Cleared lines: 0
Epoch: 356 / 5000, Score: -5000,  block: 17,  Reward: -1.7 Cleared lines: 0
Epoch: 357 / 5000, Score: -5000,  block: 15,  Reward: -1.4 Cleared lines: 0
Epoch: 358 / 5000, Score: -5000,  block: 28,  Reward: -2.1 Cleared lines: 0
Epoch: 359 / 5000, Score: -5000,  block: 21,  Reward: -1.9 Cleared lines: 0
Epoch: 360 / 5000, Score: -4900,  block: 21,  Reward: -1.8 Cleared lines: 1
Epoch: 361 / 5000, Score: -5000,  block: 24,  Reward: -1.9 Cleared lines: 0
Epoch: 362 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 363 / 5000, Score: -5000,  block: 31,  Reward: -2.2 Cleared lines: 0
Epoch: 364 / 5000, Score: -5000,  block: 28,  Reward: -2.1 Cleared lines: 0
Epoch: 365 / 5000, Score: -5000,  block: 17,  Reward: -1.6 Cleared lines: 0
Epoch: 366 / 5000, Score: -5000,  block: 20,  Reward: -1.9 Cleared lines: 0
Epoch: 367 / 5000, Score: -5000,  block: 29,  Reward: -2.1 Cleared lines: 0
Epoch: 368 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 369 / 5000, Score: -5000,  block: 25,  Reward: -2.1 Cleared lines: 0
Epoch: 370 / 5000, Score: -4900,  block: 30,  Reward: -2.3 Cleared lines: 1
Epoch: 371 / 5000, Score: -5000,  block: 19,  Reward: -1.8 Cleared lines: 0
Epoch: 372 / 5000, Score: -5000,  block: 25,  Reward: -1.9 Cleared lines: 0
Epoch: 373 / 5000, Score: -5000,  block: 25,  Reward: -2.0 Cleared lines: 0
Epoch: 374 / 5000, Score: -5000,  block: 25,  Reward: -2.1 Cleared lines: 0
Epoch: 375 / 5000, Score: -5000,  block: 23,  Reward: -1.9 Cleared lines: 0
Epoch: 376 / 5000, Score: -5000,  block: 17,  Reward: -1.7 Cleared lines: 0
Epoch: 377 / 5000, Score: -4900,  block: 28,  Reward: -2.4 Cleared lines: 1
Epoch: 378 / 5000, Score: -5000,  block: 27,  Reward: -2.1 Cleared lines: 0
Epoch: 379 / 5000, Score: -5000,  block: 19,  Reward: -1.6 Cleared lines: 0
Epoch: 380 / 5000, Score: -5000,  block: 24,  Reward: -1.8 Cleared lines: 0
Epoch: 381 / 5000, Score: -5000,  block: 19,  Reward: -1.7 Cleared lines: 0
Epoch: 382 / 5000, Score: -5000,  block: 25,  Reward: -1.9 Cleared lines: 0
Epoch: 383 / 5000, Score: -4900,  block: 22,  Reward: -1.8 Cleared lines: 1
Epoch: 384 / 5000, Score: -5000,  block: 18,  Reward: -1.6 Cleared lines: 0
Epoch: 385 / 5000, Score: -5000,  block: 22,  Reward: -1.9 Cleared lines: 0
Epoch: 386 / 5000, Score: -5000,  block: 19,  Reward: -1.7 Cleared lines: 0
Epoch: 387 / 5000, Score: -5000,  block: 24,  Reward: -2.0 Cleared lines: 0
Epoch: 388 / 5000, Score: -5000,  block: 27,  Reward: -2.0 Cleared lines: 0
Epoch: 389 / 5000, Score: -4900,  block: 22,  Reward: -1.8 Cleared lines: 1
Epoch: 390 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 391 / 5000, Score: -4900,  block: 23,  Reward: -1.6 Cleared lines: 1
Epoch: 392 / 5000, Score: -5000,  block: 26,  Reward: -2.1 Cleared lines: 0
Epoch: 393 / 5000, Score: -5000,  block: 23,  Reward: -1.8 Cleared lines: 0
Epoch: 394 / 5000, Score: -5000,  block: 28,  Reward: -2.0 Cleared lines: 0
Epoch: 395 / 5000, Score: -5000,  block: 20,  Reward: -1.9 Cleared lines: 0
Epoch: 396 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 397 / 5000, Score: -5000,  block: 23,  Reward: -1.9 Cleared lines: 0
Epoch: 398 / 5000, Score: -5000,  block: 21,  Reward: -1.9 Cleared lines: 0
Epoch: 399 / 5000, Score: -5000,  block: 23,  Reward: -1.8 Cleared lines: 0
Epoch: 400 / 5000, Score: -5000,  block: 29,  Reward: -2.0 Cleared lines: 0
Epoch: 401 / 5000, Score: -5000,  block: 20,  Reward: -1.7 Cleared lines: 0
Epoch: 402 / 5000, Score: -5000,  block: 24,  Reward: -2.1 Cleared lines: 0
Epoch: 403 / 5000, Score: -5000,  block: 26,  Reward: -2.1 Cleared lines: 0
Epoch: 404 / 5000, Score: -5000,  block: 16,  Reward: -1.5 Cleared lines: 0
Epoch: 405 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 406 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 407 / 5000, Score: -5000,  block: 23,  Reward: -1.9 Cleared lines: 0
Epoch: 408 / 5000, Score: -5000,  block: 26,  Reward: -2.0 Cleared lines: 0
Epoch: 409 / 5000, Score: -5000,  block: 23,  Reward: -1.8 Cleared lines: 0
Epoch: 410 / 5000, Score: -5000,  block: 26,  Reward: -1.9 Cleared lines: 0
Epoch: 411 / 5000, Score: -5000,  block: 20,  Reward: -1.8 Cleared lines: 0
Epoch: 412 / 5000, Score: -5000,  block: 25,  Reward: -1.8 Cleared lines: 0
Epoch: 413 / 5000, Score: -5000,  block: 16,  Reward: -1.5 Cleared lines: 0
Epoch: 414 / 5000, Score: -5000,  block: 22,  Reward: -1.9 Cleared lines: 0
